,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
4279,3418,12/10/2012,Atlas Shrugged: Part II,10000000,3336053,"$3,336,053"
4280,4335,12/10/2012,Sinister,3000000,87727807,"$48,086,903"
4281,5238,12/10/2012,Middle of Nowhere,200000,236806,"$236,806"
4282,13,12/14/2012,The Hobbit: An Unexpected Journey,250000000,1017003568,"$303,003,568"
4283,5211,12/18/2012,The Frozen,250000,0,$0
4284,986,12/19/2012,Zero Dark Thirty,52500000,134612435,"$95,720,716"
4285,1358,12/19/2012,The Guilt Trip,40000000,41294674,"$37,134,215"
4286,3493,12/19/2012,Amour,9700000,36787044,"$6,738,954"
4287,799,12/21/2012,Jack Reacher,60000000,217370736,"$80,070,736"
4288,1394,12/21/2012,The Impossible,40000000,169590606,"$19,019,882"
4289,1528,12/21/2012,This is 40,35000000,90221182,"$67,544,505"
4290,2115,12/21/2012,Cirque du Soleil: Worlds Away,25000000,28012862,"$12,512,862"
4291,331,12/25/2012,Django Unchained,100000000,449948323,"$162,805,434"
4292,712,12/25/2012,Les Miserables,65000000,442169052,"$148,809,770"
4293,2025,12/25/2012,Parental Guidance,25000000,120832383,"$77,267,296"
4294,566,12/31/2012,Astérix et Obélix: Au service de Sa Majesté ,77600000,60680125,$0
4295,1230,12/31/2012,Foodfight!,45000000,73706,$0
4296,2511,12/31/2012,Zambezia,20000000,34454631,$0
4297,4086,12/31/2012,Should've Been Romeo,5000000,0,$0
4298,4243,12/31/2012,The Helpers,4000000,0,$0
4299,4246,12/31/2012,How to Fall in Love,4000000,0,$0
4300,4538,12/31/2012,Infected,2100000,0,$0
4301,4634,12/31/2012,Highway,2000000,0,$0
4302,4974,12/31/2012,Snitch,850000,0,$0
4303,5021,12/31/2012,After,650000,0,$0
4304,5098,12/31/2012,El rey de Najayo,500000,0,$0
4305,5326,12/31/2012,Hayride,60000,0,$0
4306,962,1/2/2013,Bullet to the Head,55000000,22597969,"$9,489,829"
4307,1736,1/2/2013,Warm Bodies,30000000,115121608,"$66,380,662"
4308,3560,1/2/2013,A Haunting in Connecticut 2: The Ghosts of Georgia,9000000,0,$0
4309,4720,1/2/2013,The Gatekeepers,1500000,2592308,"$2,408,553"
4310,58,1/3/2013,Jack the Giant Slayer,195000000,197687603,"$65,187,603"
4311,2642,1/3/2013,Phantom,18000000,1199510,"$1,034,589"
4312,3055,1/3/2013,21 and Over,13000000,42195766,"$25,682,380"
4313,3117,1/3/2013,Ernest et Celestine,12500000,9376444,"$292,562"
4314,3204,1/3/2013,Stoker,12000000,12079308,"$1,703,125"
4315,4140,1/3/2013,The Sweeney,4500000,7838405,"$26,345"
4316,4175,1/3/2013,The Last Exorcism Part II,4000000,25448707,"$15,179,303"
4317,4488,1/3/2013,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,"$549,632"
4318,4624,1/4/2013,Stitches,2000000,63555,$0
4319,302,1/11/2013,Ender's Game,110000000,127983283,"$61,737,191"
4320,937,1/11/2013,Free Birds,55000000,110387072,"$55,750,480"
4321,3172,1/11/2013,About Time,12000000,89309178,"$15,323,921"
4322,3975,1/11/2013,Dallas Buyers Club,5000000,60611845,"$27,298,285"
4323,4425,1/15/2013,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3000000,0,$0
4324,1587,1/18/2013,Broken City,35000000,34480045,"$19,701,164"
4325,1829,1/18/2013,The Last Stand,30000000,48330757,"$12,050,299"
4326,2803,1/18/2013,Mama,15000000,148095566,"$71,628,180"
4327,1042,1/25/2013,Hansel & Gretel: Witch Hunters,50000000,214949716,"$55,703,475"
4328,1594,1/25/2013,Parker,35000000,48543388,"$17,616,641"
4329,3391,1/25/2013,Movie 43,10000000,31164747,"$8,840,453"
4330,5324,1/25/2013,Supporting Characters,60000,4917,"$4,917"
4331,1893,1/28/2013,Last Vegas,28000000,112914167,"$63,914,167"
4332,4297,1/29/2013,"Batman: The Dark Knight Returns, Part 2",3500000,0,$0
4333,6,2/7/2013,The Lone Ranger,275000000,260002115,"$89,302,115"
4334,771,2/8/2013,2 Guns,61000000,132493015,"$75,612,460"
4335,4479,2/8/2013,The Spectacular Now,2500000,6916951,"$6,852,971"
4336,5199,2/8/2013,The Canyons,250000,62375,"$59,671"
4337,391,2/14/2013,A Good Day to Die Hard,92000000,304249198,"$67,349,198"
4338,1099,2/14/2013,Beautiful Creatures,50000000,60282876,"$19,452,138"
4339,1887,2/14/2013,Safe Haven,28000000,94050951,"$71,399,120"
4340,1328,2/15/2013,Escape From Planet Earth,40000000,74156610,"$57,012,977"
4341,2819,2/22/2013,Snitch,15000000,57907734,"$42,930,462"
4342,4233,2/22/2013,Inescapable,4000000,4327,"$4,327"
4343,4271,2/22/2013,Dark Skies,3500000,27704111,"$17,418,667"
4344,3942,2/26/2013,Tao Jie,5400000,4728896,$0
4345,41,3/5/2013,Iron Man 3,200000000,1215392272,"$408,992,272"
4346,3428,3/5/2013,The Iceman,10000000,3623609,"$1,930,282"
4347,3455,3/5/2013,"Cinco de Mayo, La Batalla",10000000,173472,"$173,472"
4348,5278,3/5/2013,Aroused,150000,0,$0
4349,568,3/7/2013,Despicable Me 2,76000000,975216835,"$368,065,385"
4350,4471,3/7/2013,Kevin Hart: Let Me Explain,2500000,32327255,"$32,244,051"
4351,1117,3/15/2013,Upside Down,50000000,26387039,"$102,118"
4352,1679,3/15/2013,The Incredible Burt Wonderstone,32000000,27392609,"$22,537,881"
4353,3093,3/15/2013,The Call,12800000,69821476,"$51,872,378"
4354,4003,3/15/2013,Spring Breakers,5000000,31149251,"$14,124,286"
4355,4632,3/19/2013,Straight A's,2000000,0,$0
4356,649,3/22/2013,Olympus Has Fallen,70000000,150562164,"$98,927,592"
4357,2150,3/22/2013,On the Road,25000000,9313302,"$720,828"
4358,3061,3/22/2013,Admission,13000000,18733666,"$18,007,317"
4359,187,3/27/2013,G.I. Joe: Retaliation,140000000,375740705,"$122,523,060"
4360,1083,3/29/2013,The Host,50000000,64477051,"$26,623,701"
4361,2858,3/29/2013,The Place Beyond the Pines,15000000,47011449,"$21,403,519"
4362,2366,4/1/2013,Texas Chainsaw 3D,20000000,47666013,"$34,341,945"
4363,2903,4/1/2013,Promised Land,15000000,9300336,"$7,597,898"
4364,5366,4/1/2013,All Superheroes Must Die,20000,0,$0
4365,282,4/10/2013,Gravity,110000000,695941797,"$274,092,705"
4366,1810,4/10/2013,Runner Runner,30000000,60512680,"$19,316,646"
4367,4688,4/10/2013,Grace Unplugged,1700000,2507159,"$2,507,159"
4368,4939,4/10/2013,My Last Day Without You,1000000,0,$0
4369,5328,4/10/2013,The Dirties,55000,0,$0
4370,2266,4/12/2013,Out of the Furnace,22000000,15434375,"$11,330,849"
4371,1432,4/16/2013,Un monstre à Paris ,40000000,27000381,$0
4372,5071,4/17/2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,"$152,449"
4373,262,4/19/2013,Oblivion,120000000,287916633,"$89,107,235"
4374,4726,4/19/2013,The Lords of Salem,1500000,1541131,"$1,165,881"
4375,4787,4/19/2013,Filly Brown,1250000,2940411,"$2,850,357"
4376,4801,4/19/2013,Home Run,1200000,2859955,"$2,859,955"
4377,1660,4/26/2013,The Big Wedding,32500000,48425971,"$21,819,348"
4378,1979,4/26/2013,Pain & Gain,26000000,81275291,"$49,875,291"
4379,2928,4/26/2013,The Reluctant Fundamentalist,15000000,528731,"$528,731"
4380,3354,4/26/2013,Mud,10000000,31556959,"$21,590,086"
4381,2676,5/4/2013,Evil Dead,17000000,97778356,"$54,239,856"
4382,2767,5/4/2013,Trance,16000000,22594052,"$2,322,593"
4383,4761,5/4/2013,Eddie: The Sleepwalking Cannibal,1400000,1632,"$1,632"
4384,4966,5/4/2013,The Brass Teapot,900000,413733,"$6,997"
4385,3984,5/7/2013,The Way Way Back,5000000,26853810,"$21,502,690"
4386,4937,5/14/2013,Black Rock,1000000,0,$0
4387,60,5/16/2013,Star Trek Into Darkness,190000000,467381584,"$228,778,661"
4388,4301,5/17/2013,Jagten,3450000,18309793,"$687,185"
4389,4377,5/17/2013,Frances Ha,3000000,11267511,"$4,067,398"
4390,4418,5/21/2013,Open Road,3000000,47469,$0
4391,320,5/23/2013,The Hangover 3,103000000,362000072,"$112,200,072"
4392,119,5/24/2013,Fast and Furious 6,160000000,789300444,"$238,679,850"
4393,339,5/24/2013,Epic,100000000,262794441,"$107,518,682"
4394,4363,5/24/2013,Before Midnight,3000000,23283672,"$8,110,621"
4395,224,5/31/2013,After Earth,130000000,251499665,"$60,522,097"
4396,586,5/31/2013,Now You See Me,75000000,342769200,"$117,723,989"
4397,3588,5/31/2013,Yeh Jawaani Hai Deewani,8300000,50827466,"$3,827,466"
4398,3814,5/31/2013,The East,6500000,3027956,"$2,274,649"
4399,1456,6/9/2013,Riddick,38000000,94763758,"$42,025,135"
4400,2936,6/9/2013,Winnie Mandela,15000000,61847,"$61,847"
4401,2940,6/12/2013,Khumba,15000000,20898221,$0
4402,3266,6/12/2013,Inside Llewyn Davis,11000000,32943247,"$13,248,209"
4403,3293,6/12/2013,The Last Days on Mars,10600000,261364,"$24,084"
4404,24,6/14/2013,Man of Steel,225000000,667999518,"$291,045,518"
4405,4863,6/14/2013,20 Feet From Stardom,1000000,5892466,"$4,946,250"
4406,46,6/21/2013,Monsters University,200000000,743588329,"$268,488,329"
4407,61,6/21/2013,World War Z,190000000,531514650,"$202,359,711"
4408,4501,6/21/2013,Alien Uprising,2500000,0,$0
4409,5341,6/21/2013,This Is Martin Bonner,42000,0,$0
4410,4142,6/25/2013,Hansel & Gretel Get Baked,4500000,0,$0
4411,166,6/28/2013,White House Down,150000000,205440387,"$73,103,784"
4412,1239,6/28/2013,The Heat,43000000,229727774,"$159,581,587"
4413,2223,6/28/2013,Redemption,23000000,13593473,"$36,686"
4414,5084,6/28/2013,Detention of the Dead,500000,1778,"$1,778"
4415,888,7/6/2013,The Internship,58000000,93672764,"$44,672,764"
4416,4333,7/6/2013,The Purge,3000000,91266581,"$64,473,115"
4417,419,7/8/2013,Percy Jackson: Sea of Monsters,90000000,200859554,"$68,559,554"
4418,1477,7/8/2013,We're the Millers,37000000,267816276,"$150,394,119"
4419,5178,7/8/2013,Midnight Cabaret,300000,0,$0
4420,205,7/17/2013,Turbo,135000000,286896578,"$83,028,130"
4421,226,7/19/2013,R.I.P.D.,130000000,79076678,"$33,618,855"
4422,477,7/19/2013,RED 2,84000000,137162560,"$53,262,560"
4423,2312,7/19/2013,The Conjuring,20000000,318000141,"$137,400,141"
4424,3944,7/19/2013,Grabbers,5300000,440821,$0
4425,4098,7/19/2013,Only God Forgives,4800000,4494560,"$775,849"
4426,4889,7/19/2013,The Act of Killing,1000000,501289,"$486,919"
4427,3782,7/23/2013,Twixt,7000000,1268346,$0
4428,276,7/26/2013,The Wolverine,115000000,416456852,"$132,556,852"
4429,2589,7/26/2013,Blue Jasmine,18000000,102912961,"$33,404,871"
4430,4658,7/26/2013,Stranded,1900000,285593,$0
4431,4719,7/26/2013,The To Do List,1500000,4128828,"$3,491,669"
4432,299,7/31/2013,The Smurfs 2,110000000,348547523,"$71,017,784"
4433,5086,8/1/2013,Now is Good,500000,2141436,$0
4434,1515,8/2/2013,Identity Thief,35000000,175361578,"$134,506,920"
4435,1792,8/2/2013,Side Effects,30000000,66742138,"$32,172,757"
4436,4635,8/2/2013,Small Apartments,2000000,0,$0
4437,4656,8/2/2013,ABCD (Any Body Can Dance),1900000,10137234,"$222,098"
4438,47,8/3/2013,Oz the Great and Powerful,200000000,490359051,"$234,770,996"
4439,1833,8/3/2013,Dead Man Down,30000000,19599974,"$10,895,295"
4440,4940,8/10/2013,Zombie Hunter,1000000,0,$0
4441,145,8/11/2013,Thor: The Dark World,150000000,644602516,"$206,362,140"
4442,2543,8/11/2013,The Book Thief,19000000,76086711,"$21,488,481"
4443,1413,8/16/2013,Paranoia,40000000,16173593,"$7,388,654"
4444,1712,8/16/2013,Lee Daniels' The Butler,30000000,177025498,"$116,632,095"
4445,1911,8/16/2013,Kick-Ass 2,28000000,63129909,"$28,795,985"
4446,2610,8/16/2013,Jobs,18000000,43402515,"$16,131,410"
4447,4056,8/16/2013,Ain't Them Bodies Saints,5000000,1075009,"$391,611"
4448,4498,8/16/2013,Underdogs,2500000,35017,"$35,017"
4449,853,8/21/2013,The Mortal Instruments: City of Bones,60000000,75965567,"$31,165,421"
4450,1443,8/23/2013,Yi dai zong shi,38600000,57987299,"$6,594,959"
4451,2387,8/23/2013,The World's End,20000000,47508505,"$26,004,851"
4452,2525,8/23/2013,The Frozen Ground,19200000,5617460,$0
4453,5064,8/23/2013,Drinking Buddies,500000,407100,"$343,706"
4454,5263,8/23/2013,Sparrows Dance,175000,2602,"$2,602"
4455,2619,8/30/2013,Getaway,18000000,11813989,"$10,501,938"
4456,3344,8/30/2013,One Direction: This is Us,10000000,68541786,"$28,873,374"
4457,3966,8/30/2013,No se Aceptan Devoluciones,5000000,100486616,"$44,467,206"
4458,4636,9/7/2013,Coffee Town,2000000,0,$0
4459,261,9/8/2013,Elysium,120000000,286192091,"$93,050,117"
4460,1021,9/8/2013,Disney Planes,50000000,238059569,"$90,282,580"
4461,1784,9/13/2013,The Family,30000000,51078541,"$36,918,811"
4462,3958,9/13/2013,Insidious Chapter 2,5000000,161921515,"$83,586,447"
4463,4618,9/13/2013,Plush,2000000,28864,"$3,080"
4464,3620,9/18/2013,Enough Said,8000000,25621449,"$17,550,872"
4465,1156,9/20/2013,Prisoners,46000000,113402302,"$61,002,302"
4466,1461,9/20/2013,Rush,38000000,98230839,"$26,947,624"
4467,2457,9/20/2013,Battle of the Year,20000000,16723377,"$8,888,355"
4468,3665,9/20/2013,Feichang Xingyun,8000000,21970000,$0
4469,561,9/27/2013,Cloudy with a Chance of Meatballs 2,78000000,274392649,"$119,793,567"
4470,2636,9/27/2013,Metallica Through the Never,18000000,9082906,"$3,419,967"
4471,3574,9/27/2013,Baggage Claim,8500000,22885836,"$21,569,509"
4472,3925,9/27/2013,Don Jon,5500000,41268579,"$24,477,704"
4473,62,10/5/2013,The Great Gatsby,190000000,351040419,"$144,840,419"
4474,2894,10/5/2013,Peeples,15000000,9307166,"$9,177,065"
4475,675,10/18/2013,Escape Plan,70000000,103735965,"$25,135,965"
4476,1787,10/18/2013,Carrie,30000000,82409520,"$35,266,619"
4477,1996,10/18/2013,The Fifth Estate,26000000,6154172,"$3,254,172"
4478,2334,10/18/2013,12 Years a Slave,20000000,181025343,"$56,671,993"
4479,3579,10/18/2013,All is Lost,8500000,10386814,"$6,263,670"
4480,3228,10/19/2013,Supesu Batorushippu Yamato,12000000,0,$0
4481,2098,10/25/2013,The Counselor,25000000,71009334,"$16,973,715"
4482,2797,10/25/2013,Jackass Presents: Bad Grandpa,15000000,160903019,"$102,003,019"
4483,5339,10/25/2013,A True Story,45000,0,$0
4484,5346,10/25/2013,Her Cry: La Llorona Investigation,35000,0,$0
4485,833,11/1/2013,Gangster Squad,60000000,104100903,"$46,000,903"
4486,3262,11/1/2013,Quartet,11000000,56178935,"$18,388,357"
4487,4469,11/1/2013,A Haunted House,2500000,59922558,"$40,041,683"
4488,915,11/10/2013,Captain Phillips,55000000,220648184,"$107,136,417"
4489,2464,11/10/2013,Machete Kills,20000000,18273009,"$8,008,161"
4490,3945,11/10/2013,La Vie d'Adèle – Chapitres 1 & 2,5250000,22937201,"$2,450,504"
4491,5004,11/10/2013,All the Boys Love Mandy Lane,750000,1960521,$0
4492,5020,11/10/2013,Escape from Tomorrow,650000,171962,"$171,962"
4493,2672,11/15/2013,The Best Man Holiday,17000000,72835710,"$70,525,195"
4494,3168,11/15/2013,Nebraska,12000000,24761360,"$17,654,912"
4495,3198,11/15/2013,La grande bellezza,12000000,29549145,"$2,883,879"
4496,3761,11/15/2013,The Christmas Candle,7000000,1933829,"$1,632,000"
4497,134,11/22/2013,Frozen,150000000,1274234980,"$400,738,009"
4498,211,11/22/2013,The Hunger Games: Catching Fire,130000000,864868047,"$424,668,047"
4499,2247,11/22/2013,Delivery Man,22000000,70536870,"$30,659,817"
4500,3142,11/22/2013,Philomena,12000000,98963392,"$37,709,979"
4501,2255,11/27/2013,Homefront,22000000,51695362,"$20,158,492"
4502,2663,11/27/2013,Black Nativity,17500000,7285135,"$7,018,188"
4503,1611,11/29/2013,Mandela: Long Walk to Freedom,35000000,29890402,"$8,323,085"
4504,1292,12/4/2013,42,40000000,97470701,"$95,020,213"
4505,2372,12/4/2013,Scary Movie V,20000000,78613981,"$32,015,787"
4506,4329,12/4/2013,Antiviral,3100000,123407,$0
4507,1664,12/6/2013,This is the End,32000000,126539117,"$101,470,202"
4508,64,12/7/2013,Pacific Rim,190000000,411002906,"$101,802,906"
4509,496,12/7/2013,Grown Ups 2,80000000,247023808,"$133,668,525"
4510,4960,12/7/2013,Fruitvale Station,900000,17549645,"$16,098,998"
4511,15,12/13/2013,The Hobbit: The Desolation of Smaug,250000000,960366855,"$258,366,855"
4512,1281,12/13/2013,American Hustle,40000000,257878294,"$150,117,807"
4513,1520,12/13/2013,Saving Mr. Banks,35000000,114962525,"$83,299,761"
4514,2039,12/13/2013,Tyler Perry's A Madea Christmas,25000000,52543354,"$52,543,354"
4515,1012,12/18/2013,Anchorman 2: The Legend Continues,50000000,172185754,"$127,352,707"
4516,539,12/20/2013,Walking with Dinosaurs,80000000,130580730,"$36,076,121"
4517,95,12/25/2013,47 Ronin,175000000,151716815,"$38,362,475"
4518,338,12/25/2013,The Wolf of Wall Street,100000000,391976723,"$116,900,694"
4519,394,12/25/2013,The Secret Life of Walter Mitty,91000000,188536838,"$58,236,838"
4520,1373,12/25/2013,Grudge Match,40000000,69807260,"$29,807,260"
4521,2059,12/25/2013,August: Osage County,25000000,50738810,"$37,738,810"
4522,1860,12/31/2013,Space Pirate Captain Harlock,30000000,143490,$0
4523,2276,12/31/2013,Metegol,22000000,30051905,$0
4524,2555,12/31/2013,Out of Inferno,19000000,0,$0
4525,2778,12/31/2013,Zulu,16000000,1844228,$0
4526,3500,12/31/2013,Re-Kill,9500000,0,$0
4527,4234,12/31/2013,Geograf globus propil,4000000,4454853,$0
4528,4677,12/31/2013,Independence Daysaster,1800000,0,$0
4529,4683,12/31/2013,Living Dark: The Story of Ted the Caver,1750000,0,$0
4530,4821,12/31/2013,The Wicked Within,1200000,0,$0
4531,4837,12/31/2013,The Vatican Exorcisms,1100000,0,$0
4532,4924,12/31/2013,Heli,1000000,552614,$0
4533,5024,12/31/2013,Treachery,625000,0,$0
4534,5100,12/31/2013,Bucky and the Squirrels,500000,0,$0
4535,5276,12/31/2013,Speak No Evil,150000,32927,$0
4536,5308,12/31/2013,Echo Dr.,100000,0,$0
4537,5352,12/31/2013,Paraphobia,30000,0,$0
4538,5118,1/7/2014,Mutual Friends,450000,0,$0
4539,97,1/8/2014,Guardians of the Galaxy,170000000,771100771,"$333,172,112"
4540,1795,1/8/2014,Get on Up,30000000,33339868,"$30,569,935"
4541,2772,1/10/2014,"Men, Women and Children",16000000,1705908,"$705,908"
4542,827,1/17/2014,Jack Ryan: Shadow Recruit,60000000,131377412,"$50,577,412"
4543,1738,1/17/2014,The Nut Job,30000000,122529966,"$64,251,538"
4544,2013,1/17/2014,Ride Along,25000000,153733800,"$134,202,565"
4545,3731,1/17/2014,Devil's Due,7000000,36146087,"$15,821,461"
4546,748,1/24/2014,"I, Frankenstein",65000000,74575290,"$19,075,290"
4547,3778,1/28/2014,Snezhnaya koroleva,7000000,15206330,$0
4548,2618,1/31/2014,Labor Day,18000000,14189810,"$13,371,528"
4549,3610,1/31/2014,That Awkward Moment,8000000,53068955,"$26,068,955"
4550,3768,2/4/2014,Dom Hemingway,7000000,1857458,"$523,511"
4551,49,2/5/2014,The Amazing Spider-Man 2,200000000,708996336,"$202,853,933"
4552,4460,2/5/2014,Ida,2600000,15298355,"$3,827,060"
4553,5031,2/5/2014,Water & Power,600000,42557,"$42,557"
4554,1794,2/7/2014,Deliver Us from Evil,30000000,87956618,"$30,577,122"
4555,2320,2/7/2014,Tammy,20000000,93931360,"$84,525,432"
4556,3047,2/7/2014,Earth to Echo,13000000,42174545,"$38,934,842"
4557,870,2/14/2014,Winter's Tale,60000000,22468620,"$12,600,231"
4558,2392,2/14/2014,Endless Love,20000000,34718173,"$23,438,250"
4559,3043,2/14/2014,About Last Night,13000000,50445860,"$48,637,684"
4560,543,2/21/2014,Pompeii,80000000,108469033,"$23,169,033"
4561,1910,2/21/2014,3 Days to Kill,28000000,38959900,"$30,697,999"
4562,1019,2/28/2014,Non-Stop,50000000,222383055,"$91,742,160"
4563,2237,2/28/2014,Son of God,22000000,70949793,"$59,700,064"
4564,4687,2/28/2014,The Lunchbox,1700000,12231500,"$4,231,500"
4565,3972,3/1/2014,Paranormal Activity: The Marked Ones,5000000,86362372,"$32,462,372"
4566,768,3/10/2014,Gone Girl,61000000,368567189,"$167,767,189"
4567,2753,3/10/2014,Left Behind,16000000,20769209,"$14,019,924"
4568,3229,3/10/2014,Drive Hard,12000000,0,$0
4569,3800,3/10/2014,Annabelle,6500000,256873813,"$84,273,813"
4570,4759,3/10/2014,La chambre bleue,1400000,1945420,"$260,441"
4571,2826,3/12/2014,Wild,15000000,52501541,"$37,880,356"
4572,705,3/14/2014,Need for Speed,66000000,194169619,"$43,568,507"
4573,3395,3/14/2014,Bad Words,10000000,7843145,"$7,779,614"
4574,3873,3/14/2014,Veronica Mars,6000000,3485383,"$3,322,127"
4575,5248,3/14/2014,The Word,200000,3648,"$3,648"
4576,446,3/21/2014,Divergent,85000000,276014965,"$150,947,895"
4577,941,3/21/2014,Muppets Most Wanted,55000000,79312301,"$51,178,893"
4578,1998,3/21/2014,Blood Ties,26000000,2923959,"$42,472"
4579,3438,3/21/2014,50 to 1,10000000,1069454,"$1,069,454"
4580,4822,3/21/2014,God’s Not Dead,1150000,63777092,"$60,755,732"
4581,5303,3/21/2014,Cheap Thrills,100000,59424,"$59,424"
4582,222,3/28/2014,Noah,130000000,352831065,"$101,200,044"
4583,1605,3/28/2014,Sabotage,35000000,18376443,"$10,508,518"
4584,5173,3/28/2014,Locker 13,300000,3496,"$3,496"
4585,4299,4/3/2014,Wicked Blood,3500000,0,$0
4586,99,4/4/2014,Captain America: The Winter Soldier,170000000,714401889,"$259,746,958"
4587,3028,4/4/2014,Under the Skin,13300000,7229933,"$2,614,251"
4588,4141,4/9/2014,Falcon Rising,4500000,11774,"$11,774"
4589,3125,4/16/2014,Heaven is for Real,12000000,100919111,"$91,386,097"
4590,362,4/18/2014,Transcendence,100000000,103039258,"$23,022,309"
4591,4174,4/18/2014,A Haunted House 2,4000000,21206861,"$17,329,487"
4592,1303,4/25/2014,The Other Woman,40000000,195111193,"$83,911,193"
4593,1915,4/25/2014,Brick Mansions,28000000,73421224,"$20,396,829"
4594,5123,4/25/2014,Blue Ruin,420000,435168,"$258,384"
4595,1641,5/9/2014,Thunder and the House of Magic,34000000,10392666,"$4,091"
4596,4519,5/9/2014,Frontera,2300000,59696,"$59,696"
4597,112,5/11/2014,Interstellar,165000000,668913307,"$188,017,894"
