,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
370,3357,10/21/1983,The Dead Zone,10000000,20766000,"$20,766,000"
371,3648,10/28/1983,The Wicked Lady,8000000,589308,"$589,308"
372,3140,11/18/1983,Yentl,12000000,39012241,"$39,012,241"
373,4317,11/18/1983,A Christmas Story,3250000,20605209,"$20,605,209"
374,1841,1/6/1984,Once Upon a Time in America,30000000,5564014,"$5,321,508"
375,2570,1/6/1984,Star Trek III: The Search for Spock,18000000,87000000,"$76,471,046"
376,4722,2/3/1984,Repo Man,1500000,2300000,"$2,300,000"
377,3595,2/17/1984,Footloose,8200000,80000000,"$80,000,000"
378,3529,3/16/1984,The Ice Pirates,9000000,13075390,"$13,075,390"
379,4113,3/23/1984,Police Academy,4500000,81198894,"$81,198,894"
380,4459,4/13/1984,Friday the 13th Part IV: The Final Chapter,2600000,32980880,"$32,980,880"
381,5045,4/27/1984,Love Letters,550000,5269990,"$5,269,990"
382,2788,5/12/1984,Beverly Hills Cop,15000000,316300000,"$234,760,478"
383,1882,5/23/1984,Indiana Jones and the Temple of Doom,28000000,333080271,"$179,880,271"
384,3597,6/22/1984,The Karate Kid,8000000,90815558,"$90,815,558"
385,2596,6/29/1984,Conan the Destroyer,18000000,26400000,"$26,400,000"
386,1950,7/20/1984,Die Unendliche Geschichte,27000000,21300000,"$21,300,000"
387,1704,8/6/1984,Ghostbusters,30000000,295212467,"$242,212,467"
388,3240,8/6/1984,Gremlins,11000000,148168459,"$148,168,459"
389,2133,8/17/1984,Sheena,25000000,5778353,"$5,778,353"
390,4786,8/31/1984,C.H.U.D.,1250000,4700000,"$4,700,000"
391,3599,9/3/1984,Splash,8000000,62599495,"$62,599,495"
392,3686,9/3/1984,The Hotel New Hampshire,7500000,5142858,"$5,142,858"
393,4662,9/11/1984,A Nightmare on Elm Street,1800000,25504513,"$25,504,513"
394,2581,9/19/1984,Amadeus,18000000,51973029,"$51,973,029"
395,3392,10/26/1984,Body Double,10000000,8801940,"$8,801,940"
396,3820,10/26/1984,The Terminator,6400000,78019031,"$38,019,031"
397,2871,11/5/1984,Firestarter,15000000,15136870,"$15,136,870"
398,1139,12/14/1984,The Cotton Club,48000000,25928721,"$25,928,721"
399,1204,12/14/1984,Dune,45000000,27447471,"$27,447,471"
400,1933,12/14/1984,A Passage to India,27500000,27187653,"$27,187,653"
401,5109,12/31/1984,The Toxic Avenger,475000,0,$0
402,4342,1/11/1985,A Nightmare On Elm Street Part 2: Freddy's Revenge,3000000,21163999,"$21,163,999"
403,4724,1/18/1985,Blood Simple,1500000,2730877,"$1,690,913"
404,2527,3/7/1985,Back to the Future,19000000,385524862,"$212,259,762"
405,4775,3/15/1985,Def-Con 4,1300000,210904,"$210,904"
406,3333,3/22/1985,The Last Dragon,10000000,33000000,"$33,000,000"
407,4527,3/22/1985,Friday the 13th Part V: A New Beginning,2200000,21930418,"$21,930,418"
408,3328,4/10/1985,Commando,10000000,35073978,"$35,073,978"
409,2604,4/12/1985,Young Sherlock Holmes,18000000,19739000,"$19,739,000"
410,1233,5/22/1985,Rambo: First Blood Part II,44000000,300400000,"$150,415,432"
411,1762,5/24/1985,A View to a Kill,30000000,152627960,"$50,327,960"
412,4592,6/11/1985,Subway,2000000,1663296,"$390,659"
413,1955,6/21/1985,Return to Oz,27000000,10618813,"$10,618,813"
414,2117,6/21/1985,Lifeforce,25000000,11603545,"$11,603,545"
415,2654,6/28/1985,Red Sonja,17900000,6905861,"$6,905,861"
416,3788,6/28/1985,Pale Rider,6900000,41410568,"$41,410,568"
417,4283,6/30/1985,Day of the Dead,3500000,34004262,"$5,804,262"
418,3132,8/2/1985,Witness,12000000,65532576,"$65,532,576"
419,4178,8/16/1985,The Return of the Living Dead,4000000,14237880,"$14,237,880"
420,3365,9/27/1985,Invasion U.S.A.,10000000,17536256,"$17,536,256"
421,1986,10/7/1985,Silverado,26000000,33200000,"$33,200,000"
422,3325,10/7/1985,Mad Max Beyond Thunderdome,10000000,36230219,"$36,230,219"
423,4356,10/25/1985,Krush Groove,3000000,11052713,"$11,052,713"
424,3737,11/10/1985,Silver Bullet,7000000,10803211,"$10,803,211"
425,2410,12/4/1985,Ladyhawke,20000000,18400000,"$18,400,000"
426,1695,12/18/1985,Out of Africa,31000000,258210860,"$79,096,868"
427,2799,12/18/1985,The Color Purple,15000000,93589701,"$93,589,701"
428,2890,12/18/1985,Brazil,15000000,9930649,"$9,929,135"
429,5136,1/4/1986,My Beautiful Laundrette,400000,0,$0
430,1424,1/7/1986,Pirates,40000000,6341825,"$1,641,825"
431,2121,1/7/1986,Big Trouble in Little China,25000000,11100000,"$11,100,000"
432,1822,1/8/1986,Howard the Duck,30000000,16295774,"$16,295,774"
433,4345,1/8/1986,Friday the 13th Part VI: Jason Lives,3000000,19472057,"$19,472,057"
434,2921,1/17/1986,The Clan of the Cave Bear,15000000,1953732,"$1,953,732"
435,2623,2/21/1986,Nine 1/2 Weeks,18000000,6734844,"$6,734,844"
436,1623,3/10/1986,Playing for Keeps,35000000,2000000,"$2,000,000"
437,4010,3/27/1986,April Fool's Day,5000000,12947763,"$12,947,763"
438,2102,4/18/1986,Legend,25000000,23506237,"$15,502,112"
439,4125,4/23/1986,Salvador,4500000,1500000,"$1,500,000"
440,2641,4/25/1986,8 Million Ways to Die,18000000,1305114,"$1,305,114"
441,2789,5/16/1986,Top Gun,15000000,356800601,"$179,800,601"
442,3193,6/6/1986,Invaders from Mars,12000000,4984663,"$4,884,663"
443,1340,6/18/1986,Legal Eagles,40000000,49851591,"$49,851,591"
444,2760,7/3/1986,Highlander,16000000,12900000,"$5,900,000"
445,4343,7/3/1986,A Room with a View,3000000,20966644,"$20,966,644"
446,2667,7/18/1986,Aliens,17000000,183316455,"$85,160,248"
447,3602,8/8/1986,Stand by Me,8000000,52287414,"$52,287,414"
448,5261,8/8/1986,She's Gotta Have It,175000,7137502,"$7,137,502"
449,4101,8/22/1986,The Texas Chainsaw Massacre 2,4700000,8025872,"$8,025,872"
450,2705,8/29/1986,Shanghai Surprise,17000000,2315000,"$2,315,000"
451,3564,9/26/1986,Crocodile Dundee,8800000,328203506,"$174,803,506"
452,2586,10/10/1986,Peggy Sue Got Married,18000000,41382841,"$41,382,841"
453,3314,10/17/1986,The Color of Money,10000000,52293000,"$52,293,000"
454,2164,11/26/1986,Star Trek IV: The Voyage Home,24000000,133000000,"$109,713,132"
455,3126,12/12/1986,The Golden Child,12000000,79817937,"$79,817,937"
456,1779,12/19/1986,Little Shop of Horrors,30000000,38747385,"$38,747,385"
457,3829,12/19/1986,Platoon,6000000,137963328,"$137,963,328"
458,4559,12/31/1986,Witchboard,2000000,7369373,"$7,369,373"
459,4461,1/1/1987,Maurice,2600000,3147950,"$3,147,950"
460,5145,1/1/1987,American Ninja 2: The Confrontation,350000,4000000,"$4,000,000"
461,5298,1/3/1987,Hollywood Shuffle,100000,5228617,"$5,228,617"
462,3423,1/5/1987,Malone,10000000,3000000,"$3,000,000"
463,4272,1/5/1987,Creepshow 2,3500000,14000000,"$14,000,000"
464,2751,1/30/1987,Radio Days,16000000,14792779,"$14,792,779"
465,3965,2/27/1987,A Nightmare On Elm Street 3: Dream Warriors,5000000,44793222,"$44,793,222"
466,2026,3/6/1987,The Untouchables,25000000,76270454,"$76,270,454"
467,4282,3/13/1987,Evil Dead II,3500000,5923044,"$5,923,044"
468,4209,3/31/1987,The Barbarians,4000000,800000,"$800,000"
469,4827,4/9/1987,The Offspring,1100000,1355728,"$1,355,728"
470,1400,5/15/1987,Ishtar,40000000,14375181,"$14,375,181"
471,2310,5/20/1987,Beverly Hills Cop II,20000000,276665036,"$153,665,036"
472,2806,6/3/1987,Lethal Weapon,15000000,120192350,"$65,192,350"
473,1877,6/11/1987,Cry Freedom,29000000,25899797,"$5,899,797"
474,4523,6/19/1987,The Brave Little Toaster,2300000,0,$0
475,2227,6/24/1987,Spaceballs,22700000,38119483,"$38,119,483"
476,2213,7/17/1987,Jaws 4: The Revenge,23000000,15728335,"$15,728,335"
477,3040,7/17/1987,RoboCop,13000000,53424681,"$53,424,681"
478,2697,7/24/1987,Superman IV: The Quest for Peace,17000000,11227824,"$11,227,824"
479,3803,7/24/1987,La Bamba,6500000,54215416,"$54,215,416"
480,1337,7/31/1987,The Living Daylights,40000000,191200000,"$51,185,000"
481,3572,7/31/1987,The Lost Boys,8500000,32222567,"$32,222,567"
482,4649,8/5/1987,River's Edge,1900000,4600000,"$4,600,000"
483,2959,9/18/1987,Fatal Attraction,14000000,320100000,"$156,645,693"
484,4850,9/18/1987,Hellraiser,1000000,14564000,"$14,564,000"
485,2839,9/25/1987,The Princess Bride,15000000,30857000,"$30,857,000"
486,2717,11/12/1987,Wall Street,16500000,43848100,"$43,848,100"
487,1783,11/13/1987,The Running Man,30000000,38122000,"$38,122,000"
488,2050,11/20/1987,The Last Emperor,25000000,43988888,"$43,984,987"
489,4364,11/20/1987,Teen Wolf Too,3000000,7888000,"$7,888,000"
490,2791,11/25/1987,3 Men and a Baby,15000000,167780960,"$167,780,960"
491,2576,12/6/1987,Predator,18000000,98267558,"$59,735,548"
492,3031,12/23/1987,Good Morning Vietnam,13000000,123922370,"$123,922,370"
493,2100,1/4/1988,"Bright Lights, Big City",25000000,16118077,"$16,118,077"
494,3994,1/10/1988,Halloween 4: The Return of Michael Myers,5000000,17768757,"$17,768,757"
495,4200,1/12/1988,Talk Radio,4000000,3468572,"$3,468,572"
496,3825,1/15/1988,Return of the Living Dead Part II,6200000,9205924,"$9,205,924"
497,4711,2/26/1988,Bloodsport,1500000,11806119,"$11,806,119"
498,2567,3/6/1988,Big,18000000,151668774,"$114,968,774"
499,2801,3/30/1988,Beetle Juice,15000000,73326666,"$73,326,666"
500,4215,4/3/1988,Prison,4000000,354704,"$354,704"
501,4179,4/11/1988,They Live,4000000,13000000,"$13,000,000"
502,4102,4/22/1988,Lady in White,4700000,1705139,"$1,705,139"
503,4445,5/13/1988,Friday the 13th Part VII: The New Blood,2800000,19170001,"$19,170,001"
504,884,5/25/1988,Rambo III,58000000,188715611,"$53,715,611"
505,2962,5/25/1988,Crocodile Dundee 2,14000000,239606210,"$109,306,210"
506,638,6/22/1988,Who Framed Roger Rabbit?,70000000,351500000,"$154,112,492"
507,1885,7/15/1988,Die Hard,28000000,139109346,"$81,350,242"
508,1781,7/20/1988,Midnight Run,30000000,81613606,"$38,413,606"
509,4366,8/7/1988,Phantasm II,3000000,7282851,"$7,282,851"
510,3041,8/19/1988,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,"$49,369,899"
511,3519,9/11/1988,Child's Play,9000000,44196684,"$33,244,684"
512,2755,9/12/1988,My Stepmother Is an Alien,16000000,13854000,"$13,854,000"
513,2795,9/12/1988,Twins,15000000,216600000,"$111,936,388"
514,3497,10/6/1988,Poltergeist III,9500000,14114000,"$14,114,000"
515,3851,10/21/1988,Mystic Pizza,6000000,12793213,"$12,793,213"
516,3119,11/18/1988,The Land Before Time,12300000,81972846,"$48,092,846"
517,1667,11/23/1988,Scrooged,32000000,59450353,"$59,450,353"
518,3727,12/2/1988,Action Jackson,7000000,20257000,"$20,257,000"
519,3849,12/2/1988,School Daze,6000000,14545844,"$14,545,844"
520,3045,12/8/1988,Young Guns,13000000,44726644,"$44,726,644"
521,3743,12/8/1988,The Last Temptation of Christ,7000000,8373585,"$8,373,585"
522,2008,12/16/1988,Rain Man,25000000,412800000,"$172,825,435"
523,2974,12/21/1988,Dangerous Liaisons,14000000,34700000,"$34,700,000"
524,2886,1/3/1989,New York Stories,15000000,10763469,"$10,763,469"
525,2724,2/6/1989,Dead Poets Society,16400000,239500000,"$95,860,116"
526,3319,2/17/1989,Bill & Ted's Excellent Adventure,10000000,40485039,"$40,485,039"
527,2622,3/22/1989,Troop Beverly Hills,18000000,7190505,"$7,190,505"
528,4793,4/8/1989,"Sex, Lies, and Videotape",1200000,36741667,"$24,741,667"
529,3235,4/21/1989,Pet Sematary,11500000,57469179,"$57,469,179"
530,3340,5/19/1989,Road House,10000000,30050028,"$30,050,028"
531,1124,5/24/1989,Indiana Jones and the Last Crusade,48000000,474171806,"$197,171,806"
532,1510,6/23/1989,Batman,35000000,411348924,"$251,188,924"
533,3839,6/30/1989,Do the Right Thing,6000000,26004026,"$26,004,026"
534,3248,7/4/1989,Major League,11000000,49793054,"$49,793,054"
535,1260,7/14/1989,Licence to Kill,42000000,156167015,"$34,667,015"
536,2726,7/14/1989,When Harry Met Sally…,16000000,92961960,"$92,823,546"
537,4028,7/21/1989,UHF,5000000,6157157,"$6,157,157"
538,4002,7/28/1989,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14343976,"$14,343,976"
539,4710,8/9/1989,Kickboxer,1500000,14533681,"$14,533,681"
540,3532,8/11/1989,Henry V,9000000,10176701,"$10,161,099"
541,1758,9/6/1989,Star Trek V: The Final Frontier,30000000,70200000,"$52,210,049"
542,662,9/8/1989,The Abyss,70000000,54243125,"$54,243,125"
543,2532,9/15/1989,Sea of Love,19000000,58571513,"$58,571,513"
544,1765,9/22/1989,Black Rain,30000000,45892212,"$45,892,212"
545,3856,10/13/1989,Halloween 5: The Revenge of Michael Myers,6000000,11642254,"$11,642,254"
546,3843,11/8/1989,A Nightmare On Elm Street: The Dream Child,6000000,22168359,"$22,168,359"
547,1744,11/17/1989,Harlem Nights,30000000,95857262,"$60,857,262"
548,1285,11/22/1989,Back to the Future Part II,40000000,332000000,"$118,450,002"
549,2595,12/13/1989,Glory,18000000,26593580,"$26,593,580"
550,3677,12/13/1989,Driving Miss Daisy,7500000,106593296,"$106,593,296"
551,2451,12/15/1989,We're No Angels,20000000,10555348,"$10,555,348"
552,2963,12/20/1989,Born on the Fourth of July,14000000,70001698,"$70,001,698"
553,5281,12/20/1989,Roger & Me,140000,6706368,"$6,706,368"
554,933,12/22/1989,Tango & Cash,55000000,63408614,"$63,408,614"
555,4699,12/31/1989,Out of the Dark,1600000,419428,"$419,428"
556,714,1/6/1990,Total Recall,65000000,261400000,"$119,394,839"
557,3368,1/19/1990,Tremors,10000000,16667084,"$16,667,084"
558,1711,2/3/1990,The Hunt for Red October,30000000,200500000,"$120,709,866"
559,3675,2/23/1990,The Blood of Heroes,7700000,882290,"$882,290"
560,644,3/7/1990,Die Hard 2,70000000,239814025,"$117,323,878"
561,3370,3/8/1990,Mo' Better Blues,10000000,16153000,"$16,153,000"
562,5121,3/8/1990,Metropolitan,430000,2938000,"$2,938,000"
563,2958,3/23/1990,Pretty Woman,14000000,432645872,"$178,406,268"
564,3019,3/30/1990,Teenage Mutant Ninja Turtles,13500000,202000000,"$135,265,915"
565,4352,4/27/1990,Spaced Invaders,3000000,15000000,"$15,000,000"
566,1300,5/24/1990,Back to the Future Part III,40000000,244088654,"$88,055,283"
567,1061,6/15/1990,Gremlins 2: The New Batch,50000000,41476097,"$41,476,097"
568,1142,6/15/1990,Dick Tracy,47000000,162738726,"$103,738,726"
569,796,6/27/1990,Days of Thunder,60000000,157670733,"$82,670,733"
570,2338,7/12/1990,Edward Scissorhands,20000000,53976987,"$53,976,987"
571,2231,7/13/1990,Ghost,22000000,517600000,"$217,631,306"
572,1699,7/18/1990,Arachnophobia,31000000,53208180,"$53,208,180"
573,2528,9/11/1990,Dances with Wolves,19000000,424200000,"$184,208,842"
574,3053,9/11/1990,Child's Play 2,13000000,34166572,"$26,904,572"
575,2046,9/19/1990,Goodfellas,25000000,46777347,"$46,743,809"
576,3752,9/28/1990,Dark Angel,7000000,4372561,"$4,372,561"
577,1974,10/8/1990,Flatliners,26000000,61308153,"$61,308,153"
578,2399,10/19/1990,Quigley Down Under,20000000,21413105,"$21,413,105"
579,4154,10/19/1990,Night of the Living Dead,4200000,5835247,"$5,835,247"
580,1122,11/7/1990,The Adventures of Ford Fairlane,49000000,20423389,"$20,423,389"
581,2787,11/16/1990,Home Alone,15000000,476684675,"$285,761,243"
582,1571,11/21/1990,Predator 2,35000000,54768418,"$28,317,513"
583,1970,12/21/1990,Kindergarten Cop,26000000,202000000,"$91,457,688"
584,973,12/25/1990,The Godfather: Part III,54000000,66520529,"$66,520,529"
585,5101,12/31/1990,Going Under,500000,0,$0
586,3278,1/1/1991,Return to the Blue Lagoon,11000000,2000000,"$2,000,000"
587,3642,1/1/1991,Showdown in Little Tokyo,8000000,2275557,"$2,275,557"
588,5074,1/1/1991,Johnny Suede,500000,55000,"$55,000"
589,5111,1/1/1991,Straight out of Brooklyn,450000,2712293,"$2,712,293"
590,1362,1/3/1991,The Doors,40000000,34416893,"$34,416,893"
591,3576,1/3/1991,Haakon Haakonsen,8500000,15024232,"$15,024,232"
592,5345,1/7/1991,The Last Waltz,35000,321952,"$321,952"
593,5363,1/8/1991,Slacker,23000,1227508,"$1,227,508"
594,1599,1/18/1991,Flight of the Intruder,35000000,14471440,"$14,471,440"
595,2973,1/18/1991,White Fang,14000000,34729091,"$34,729,091"
596,327,2/7/1991,Terminator 2: Judgment Day,100000000,513815401,"$201,858,746"
597,2314,2/14/1991,The Silence of the Lambs,20000000,275726716,"$130,726,716"
598,2024,3/22/1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78656813,"$78,656,813"
599,2130,5/17/1991,Stone Cold,25000000,9286314,"$9,286,314"
600,749,5/24/1991,Hudson Hawk,65000000,17218916,"$17,218,916"
601,1938,6/12/1991,Star Trek VI: The Undiscovered Country,27000000,96900000,"$74,888,996"
602,1005,6/14/1991,Robin Hood: Prince of Thieves,50000000,390500000,"$165,493,908"
603,2198,6/28/1991,The Naked Gun 2½: The Smell of Fear,23000000,86930411,"$86,930,411"
604,2357,7/19/1991,Bill & Ted's Bogus Journey,20000000,37537675,"$37,537,675"
605,3750,8/3/1991,Nikita,7000000,5017971,"$5,017,971"
606,2219,8/23/1991,Harley Davidson and the Marlboro Man,23000000,7018525,"$7,018,525"
607,3882,8/30/1991,Beastmaster 2: Through the Portal of Time,6000000,773490,"$773,490"
608,2739,9/8/1991,Double Impact,16000000,29090445,"$29,090,445"
609,3970,9/13/1991,Freddy's Dead: The Final Nightmare,5000000,34872033,"$34,872,033"
610,2173,9/20/1991,The Fisher King,24000000,41798224,"$41,798,224"
611,4480,9/29/1991,My Own Private Idaho,2500000,6401336,"$6,401,336"
612,3742,10/1/1991,Warlock,7000000,8824553,"$8,824,553"
613,3989,10/23/1991,House Party 2,5000000,19438638,"$19,438,638"
614,3548,10/25/1991,Due occhi diabolici,9000000,349618,"$349,618"
615,643,11/12/1991,Hook,70000000,300854823,"$119,654,823"
616,2307,11/13/1991,Beauty and the Beast,20000000,451329842,"$218,951,625"
617,1524,11/15/1991,Cape Fear,35000000,182291969,"$79,091,969"
618,1716,11/22/1991,The Addams Family,30000000,191502246,"$113,502,246"
619,2716,11/27/1991,My Girl,16500000,58011485,"$58,011,485"
620,2172,12/7/1991,Point Break,24000000,83531958,"$43,218,387"
621,3802,12/7/1991,Boyz n the Hood,6500000,56200634,"$56,190,094"
622,1315,12/20/1991,JFK,40000000,205400000,"$70,405,498"
623,1732,12/25/1991,The Prince of Tides,30000000,74787599,"$74,787,599"
624,3244,12/27/1991,Fried Green Tomatoes,11000000,81204830,"$81,204,830"
625,3749,1/5/1992,Split Second,7000000,5430822,"$5,430,822"
626,1251,1/7/1992,Boomerang,42000000,131052444,"$70,052,444"
627,1289,1/7/1992,A League of Their Own,40000000,132440066,"$107,533,925"
628,1265,2/10/1992,Hero,42000000,66787173,"$19,487,173"
629,3316,2/10/1992,The Mighty Ducks,10000000,50752337,"$50,752,337"
630,2315,2/14/1992,Wayne's World,20000000,183097323,"$121,697,323"
631,1620,2/21/1992,Radio Flyer,35000000,4651977,"$4,651,977"
632,1401,2/28/1992,Memoirs of an Invisible Man,40000000,14358033,"$14,358,033"
633,3246,3/13/1992,My Cousin Vinny,11000000,52929168,"$52,929,168"
634,3609,3/13/1992,Howards End,8000000,26199377,"$26,124,872"
635,4049,4/24/1992,A Midnight Clear,5000000,1526697,"$1,526,697"
636,1171,5/6/1992,Patriot Games,45000000,178100000,"$83,287,363"
637,1513,5/15/1992,Lethal Weapon 3,35000000,319700000,"$144,731,527"
638,938,5/22/1992,Alien 3,55000000,158500000,"$54,927,174"
639,3334,6/3/1992,The Lawnmower Man,10000000,32100816,"$32,100,816"
640,491,6/18/1992,Batman Returns,80000000,266824291,"$162,833,635"
641,1346,7/2/1992,Medicine Man,40000000,44948240,"$44,948,240"
642,2956,7/8/1992,Unforgiven,14400000,159157447,"$101,157,447"
643,3259,7/8/1992,Raising Cain,11000000,21171695,"$21,171,695"
644,934,7/31/1992,Death Becomes Her,55000000,149022650,"$58,422,650"
645,3734,7/31/1992,Buffy the Vampire Slayer,7000000,14231669,"$14,231,669"
646,4051,9/21/1992,Light Sleeper,5000000,1050861,"$1,050,861"
647,1308,9/25/1992,The Last of the Mohicans,40000000,75505856,"$75,505,856"
648,3103,9/30/1992,Glengarry Glen Ross,12500000,10725228,"$10,725,228"
649,3615,10/4/1992,The Player,8000000,28876702,"$21,706,101"
650,4802,10/23/1992,Reservoir Dogs,1200000,2832029,"$2,832,029"
651,1881,11/11/1992,Aladdin,28000000,504050219,"$217,350,219"
652,1643,11/12/1992,A Few Good Men,33000000,236500000,"$141,340,178"
653,3153,11/12/1992,The Muppet Christmas Carol,12000000,27281507,"$27,281,507"
654,1304,11/13/1992,Bram Stoker's Dracula,40000000,215862692,"$82,522,790"
655,1543,11/18/1992,Malcolm X,35000000,48169910,"$48,169,910"
656,2308,11/20/1992,Home Alone 2: Lost in New York,20000000,358994850,"$173,585,516"
657,2014,11/25/1992,The Bodyguard,25000000,410900000,"$121,945,720"
658,4163,11/25/1992,The Crying Game,4000000,62546695,"$62,546,695"
659,1581,12/25/1992,Hoffa,35000000,28391473,"$23,365,858"
660,4610,1/1/1993,Return of the Living Dead 3,2000000,21000,"$21,000"
661,4673,1/1/1993,Ed and his Dead Mother,1800000,673,$673
662,2964,1/10/1993,Cool Runnings,14000000,155056263,"$68,856,263"
663,4983,1/10/1993,Ruby in Paradise,800000,1001437,"$1,001,437"
664,1674,1/15/1993,Alive,32000000,36299670,"$36,299,670"
665,2856,1/15/1993,Nowhere to Run,15000000,52189039,"$22,189,039"
666,3806,2/4/1993,The Adventures of Huck Finn,6500000,24103594,"$24,103,594"
667,3268,2/19/1993,Army of Darkness,11000000,21502976,"$11,502,976"
668,5383,2/26/1993,El Mariachi,7000,2041928,"$2,040,920"
669,3188,3/9/1993,Fortress,12000000,46730578,"$6,730,578"
670,2288,3/19/1993,Teenage Mutant Ninja Turtles III,21000000,42273609,"$42,273,609"
671,1621,4/16/1993,Bound by Honor,35000000,4496583,"$4,496,583"
672,2891,4/23/1993,The Dark Half,15000000,9579068,"$9,579,068"
673,3050,5/2/1993,Loaded Weapon 1,13000000,27979399,"$27,979,399"
674,2267,5/11/1993,RoboCop 3,22000000,10696210,"$10,696,210"
675,2855,5/11/1993,The Remains of the Day,15000000,63954968,"$22,954,968"
676,3085,5/14/1993,Excessive Force,13000000,1152117,"$1,152,117"
677,4267,5/26/1993,Menace II Society,3500000,27731527,"$27,731,527"
